text,label
"the new faces are interesting , but the old story isn't , especially when it starts to seem more improvised than scripted .",0
"the quiet american isn't a bad film , it's just one that could easily wait for your pay per view dollar .",1
"impostor can't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .",0
"this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout . even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .",0
"triple x is a double agent , and he's one bad dude . when you've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed .",1
"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that's enough to sustain laughs . . .",0
"zhang yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it's the only way to bring happiness to their loved ones .",1
. . . a weak and ineffective ghost story without a conclusion or pay off .,0
with spy kids 2 : the island of lost dreams writer/director/producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry .,0
it doesn't matter that the film is less than 90 minutes . it still feels like a prison stretch .,0
there's none of the happily-ever -after spangle of monsoon wedding in late marriage -- and that's part of what makes dover kosashvili's outstanding feature debut so potent .,1
it drowns in sap .,0
a painfully leaden film destined for pre-dawn cable television slots .,0
"bursting through the constraints of its source , this is one adapted- from-television movie that actually looks as if it belongs on the big screen .",1
sex is one of those films that aims to confuse .,1
"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do . besides , real movie producers aren't this nice .",0
recalls quiet freak-outs like l'avventura and repulsion .,1
"elegant and eloquent [meditation] on death and that most elusive of passions , love .",1
noyce has worked wonders with the material .,1
"it's mighty tedious for the viewer who has to contend with unpleasant characters , hit-and-miss performances and awkwardly staged scenes .",0
"for the most part , i spy was an amusing lark that will probably rank as one of murphy's better performances in one of his lesser-praised movies .",0
"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",1
do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman doesn't work ?,1
"overall , it's a very entertaining , thought-provoking film with a simple message : god is love .",1
a piquant meditation on the things that prevent people from reaching happiness .,1
it's a movie -- and an album -- you won't want to miss .,1
the movie is a mess from start to finish .,0
"while it is interesting to witness the conflict from the palestinian side , longley's film lacks balance . . . and fails to put the struggle into meaningful historical context .",0
a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video .,1
"a smart , steamy mix of road movie , coming-of-age story and political satire .",1
there's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .,1
"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime .",1
"we know the plot's a little crazy , but it held my interest from start to finish .",1
seems like something american and european gay movies were doing 20 years ago .,0
"static , repetitive , muddy and blurry , hey arnold ! would seem to have a lock on the title of ugliest movie of the year .",0
[a] rare movie that makes us re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity .,1
the balkans provide the obstacle course for the love of a good woman .,0
"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",1
the story ultimately takes hold and grips hard .,1
"although based on a real-life person , john , in the movie , is a rather dull person to be stuck with for two hours .",0
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,1
"fincher takes no apparent joy in making movies , and he gives none to the audience .",0
hoffman's performance is authentic to the core of his being .,1
"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",1
"a wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching .",0
"co-writer/director jonathan parker's attempts to fashion a brazil-like , hyper-real satire fall dreadfully short .",0
"a good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .",0
"mr . tsai is a very original artist in his medium , and what time is it there ? should be seen at the very least for its spasms of absurdist humor .",1
a surprisingly charming and even witty match for the best of hollywood's comic-book adaptations .,1
"though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract .",0
quitting offers piercing domestic drama with spikes of sly humor .,1
lawrence preaches strictly to the converted .,0
"no better or worse than 'truth or consequences , n . m . ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater .",0
"rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .",1
"this movie has a strong message about never giving up on a loved one , but it's not an easy movie to watch and will probably disturb many who see it .",1
"the pleasures of super troopers may be fleeting , but they'll register strongly with anybody who still retains a soft spot for precollegiate humor .",1
"the band performances featured in drumline are red hot . . . [but] from a mere story point of view , the film's ice cold .",0
"one of the more irritating cartoons you will see this , or any , year .",0
a minor film with major pleasures from portuguese master manoel de oliviera . . .,1
the script is a dim-witted pairing of teen-speak and animal gibberish .,0
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom .",0
"when you resurrect a dead man , hard copy should come a-knocking , no ?",0
"tale will be all too familiar for anyone who's seen george roy hill's 1973 film , "" the sting . """,0
. . . its stupidities wind up sticking in one's mind a lot more than the cool bits .,0
the casting of raymond j . barry as the 'assassin' greatly enhances the quality of neil burger's impressive fake documentary .,1
"the entire film is one big excuse to play one lewd scene after another . about half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal .",0
the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design .,0
"wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly ( like one of hubert's punches ) , but it should go down smoothly enough with popcorn .",0
"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini's famous love-jealousy- murder-suicide fandango with great cinematic innovation .",1
an impressive hybrid .,1
do not see this film .,0
[fincher's] camera sense and assured pacing make it an above-average thriller .,1
"it's not a film to be taken literally on any level , but its focus always appears questionable .",0
"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory .",0
"there are weird resonances between actor and role here , and they're not exactly flattering .",0
"madonna has made herself over so often now , there's apparently nothing left to work with , sort of like michael jackson's nose .",0
"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting .",1
"fierce , glaring and unforgettable .",1
succeeds as a well-made evocation of a subculture .,1
the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized .,0
"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .",0
presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,1
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out .",1
it's a refreshing change from the self-interest and paranoia that shape most american representations of castro .,1
"whereas oliver stone's conspiracy thriller jfk was long , intricate , star-studded and visually flashy , interview with the assassin draws its considerable power from simplicity .",1
"this breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",1
"it looks closely , insightfully at fragile , complex relationships .",1
"a summary of the plot doesn't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .",0
"spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama .",0
"for most of its footage , the new thriller proves that director m . night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo .",1
"really is a pan-american movie , with moments of genuine insight into the urban heart .",1
"it is most of the things costner movies are known for ; it's sanctimonious , self-righteous and so eager to earn our love that you want to slap it .",0
too bad kramer couldn't make a guest appearance to liven things up .,0
there has always been something likable about the marquis de sade .,1
"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other .",1
return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market .,0
a hypnotic cyber hymn and a cruel story of youth culture .,1
"like kubrick , soderbergh isn't afraid to try any genre and to do it his own way .",1
"the makers of divine secrets of the ya-ya sisterhood should offer a free ticket ( second prize , of course , two free tickets ) to anyone who can locate a genuinely honest moment in their movie .",0
"the movie's gloomy atmosphere is fascinating , though , even if the movie itself doesn't stand a ghost of a chance .",0
what a bewilderingly brilliant and entertaining movie this is .,1
"it follows the blair witch formula for an hour , in which we're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes .",0
a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil' bow wow .,1
there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,1
"it will come as no surprise that the movie isn't scary . but here's the real damn : it isn't funny , either .",0
dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,0
"professionally speaking , it's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller .",0
a dopey movie clothed in excess layers of hipness .,0
"if you want to see a train wreck that you can't look away from , then look no further , because here it is .",1
"the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .",1
"suffice to say that after seeing this movie in imax form , you'll be more acquainted with the tiniest details of tom hanks' face than his wife is .",1
"after collateral damage , you might imagine that most every aggrieved father cliché has been unturned . but no .",0
"cuts right through the b . s . giving a big middle-fingered "" shut up "" to those who talk up what is nothing more than two guys beating the hell outta one another .",1
"mixes likeable personalities , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun .",1
"[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up .",1
"a generation x artifact , capturing a brief era of insanity in the sports arena that surely cannot last .",1
"windtalkers blows this way and that , but there's no mistaking the filmmaker in the tall grass , true to himself .",1
"the picture runs a mere 84 minutes , but it's no glance . it's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .",1
will anyone who isn't a fangoria subscriber be excited that it hasn't gone straight to video ?,0
"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .",1
"if you're looking for comedy to be served up , better look elsewhere .",0
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .",1
weird . rewarding .,1
an engaging criminal romp that will have viewers guessing just who's being conned right up to the finale .,1
"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects .",1
a bit of an unwieldy mess .,0
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",0
"for all the time we spend with these people , we never really get inside of them .",0
"oh , it's extreme , all right . extremely dumb . extremely confusing . extremely boring .",0
the film's essentially over by the meet-cute .,0
"a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor's whiny jags to pump it up , this has to be among the rare ones .",0
"it may not be "" last tango in paris "" but . . .",1
"many shallower movies these days seem too long , but this one is egregiously short .",0
the film is a verbal duel between two gifted performers .,1
happily for mr . chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,1
"since the movie is based on a nicholas sparks best seller , you know death is lurking around the corner , just waiting to spoil things .",0
not exactly the bees knees,0
a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,0
"if there's no art here , it's still a good yarn -- which is nothing to sneeze at these days .",1
". . . a movie that , quite simply , shouldn't have been made .",0
"when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you'd have a hard time believing it was just coincidence .",0
"mr . clooney , mr . kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",1
. . . little more than a well-acted television melodrama shot for the big screen .,0
"grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",1
jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .,0
"this is a third-person story now , told by hollywood , and much more ordinary for it .",0
"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",1
"literally nothing in the pool is new , but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes .",0
"decasia is what has happened already to so many silent movies , newsreels and the like . the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",1
"the plot combines the blues brothers and almost famous ( but with bears , and a g rating ) , with an excruciating dollop of disney sentimentality mixed in for good measure .",0
flawed but worthy look at life in u . s . relocation camps .,1
heavy with flabby rolls of typical toback machinations .,0
"renner's performance as dahmer is unforgettable , deeply absorbing .",1
skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .,1
"a sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china .",1
"for veggietales fans , this is more appetizing than a side dish of asparagus . if you're not a fan , it might be like trying to eat brussels sprouts .",1
an overstuffed compendium of teen-catholic-movie dogma .,0
even those of a single digit age will be able to recognize that this story is too goofy . . . even for disney .,0
"occasionally melodramatic , it's also extremely effective .",1
"never having seen the first two films in the series , i can't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",0
"de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork . but like bruce springsteen's gone-to-pot asbury park , new jersey , this sad-sack waste of a movie is a city of ruins .",0
"thoughtless , random , superficial humour and a lot of very bad scouse accents",0
"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",1
"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",1
the first half bursts with a goofy energy previous disney films only used for a few minutes here and there .,1
a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,0
this is not a jackie chan movie . it's just a movie that happens to have jackie chan in it . and that makes all the difference .,0
one long string of cliches .,0
the movie is not as terrible as the synergistic impulse that created it .,1
i have two words to say about reign of fire . great dragons !,1
rice never clearly defines his characters or gives us a reason to care about them .,0
observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout maelstrom .,0
"it's hard to quibble with a flick boasting this many genuine cackles , but notorious c . h . o . still feels like a promising work-in-progress .",0
"occasionally funny , sometimes inspiring , often boring .",0
snipes is both a snore and utter tripe .,0
it was a dark and stormy night . . .,0
"by turns fanciful , grisly and engagingly quixotic .",1
"though the story . . . is hackneyed , the characters have a freshness and modesty that transcends their predicament .",1
dolgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tennessee .,1
"in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects .",1
"there's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",0
"from beginning to end , this overheated melodrama plays like a student film .",0
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $9 and 93 minutes of unrecoverable life .,0
irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,0
there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,0
"femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience . are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ?",0
a predictable and stereotypical little b-movie .,0
coral reef adventure is a heavyweight film that fights a good fight on behalf of the world's endangered reefs -- and it lets the pictures do the punching .,1
"it's not a classic spy-action or buddy movie , but it's entertaining enough and worth a look .",1
"it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .",1
"you're not merely watching history , you're engulfed by it .",1
"each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , storytelling never quite gets over its rather lopsided conception .",0
suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,0
"smart and alert , thirteen conversations about one thing is a small gem .",1
"a direct-to-void release , heading nowhere .",0
the movie quickly drags on becoming boring and predictable . i tried to read the time on my watch .,0
"the structure is simple , but in its own way , rabbit-proof fence is a quest story as grand as the lord of the rings .",1
an awkwardly garish showcase that diverges from anything remotely probing or penetrating .,0
the pitch must have read like a discarded house beautiful spread .,1
ever see one of those comedies that just seem like a bad idea from frame one ?,0
"will only satisfy those who can't tell the difference between the good , the bad and the ugly .",0
"a minor work yet there's no denying the potency of miller's strange , fleeting brew of hopeful perseverance and hopeless closure .",1
polanski has found the perfect material with which to address his own world war ii experience in his signature style .,1
"outside of burger's desire to make some kind of film , it's really unclear why this project was undertaken",0
"an ill-conceived jumble that's not scary , not smart and not engaging .",0
"thekids will probably stay amused at the kaleidoscope of big , colorful characters . mom and dad can catch some quality naptime along the way .",0
"the characters are interesting and the relationship between yosuke and saeko is worth watching as it develops , but there's not enough to the story to fill two hours .",0
surprisingly powerful and universal .,1
credit director ramsay for taking the sometimes improbable story and making it feel realistic .,1
. . . salaciously simplistic .,0
"it seems just a long , convoluted ploy to get men into drag -- period drag , no less .",0
"the film's plot may be shallow , but you've never seen the deep like you see it in these harrowing surf shots .",1
"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",0
"smart science fiction for grown-ups , with only a few false steps along the way .",1
"every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of rohypnol .",0
even the hastily and amateurishly drawn animation cannot engage .,0
the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit .,1
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty .",1
"es divertida , visualmente espectacular y muy entretenida . simple y sencillamente te sorprenderá .",1
"when it's not wallowing in hormonal melodrama , "" real women have curves "" is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she'll become her mother before she gets to fulfill her dreams .",1
"if you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .",0
"it's a scattershot affair , but when it hits its mark it's brilliant .",1
a terrific insider look at the star-making machinery of tinseltown .,1
i was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an american-russian armageddon .,1
a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,1
good ol' urban legend stuff .,1
"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes .",1
"to my taste , the film's comic characters come perilously close to being amoses and andys for a new generation .",0
"it doesn't offer audiences any way of gripping what its point is , or even its attitude toward its subject .",0
it's quite diverting nonsense .,1
"they're going through the motions , but the zip is gone .",0
not once does it come close to being exciting .,0
director andrew niccol . . . demonstrates a wry understanding of the quirks of fame . his healthy sense of satire is light and fun . . . .,1
suffers from a flat script and a low budget .,0
"a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction , when really what we demand of the director is to be mesmerised .",0
"there's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but kang tacks on three or four more endings .",0
"more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 ½ weeks , unfaithful is at once intimate and universal cinema .",1
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .,1
any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .,0
a quiet treasure -- a film to be savored .,1
it's a fanboy 'what if ? ' brought to life on the big screen .,0
"amazing ! a college story that works even without vulgarity , sex scenes , and cussing !",1
"this is not a retread of "" dead poets' society . """,1
proves that some movie formulas don't need messing with -- like the big-bug movie .,1
"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",1
"naipaul fans may be disappointed . those who are not acquainted with the author's work , on the other hand , may fall fast asleep .",0
"these are lives worth watching , paths worth following .",1
to portray modern women the way director davis has done is just unthinkable .,0
"engrossing and affecting , if ultimately not quite satisfying .",1
the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael .,1
"even if it ultimately disappoints , the picture does have about a matinee admission's worth of funny to keep it afloat .",0
"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1
"a deliciously mordant , bitter black comedy .",1
gussied up with so many distracting special effects and visual party tricks that it's not clear whether we're supposed to shriek or laugh .,0
zigzag might have been richer and more observant if it were less densely plotted .,0
"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",1
"if the count of monte cristo doesn't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",1
this remake gets all there is to get out of a peculiar premise with promise : al pacino loathing robin williams .,1
"it's also clear from the start that the transporter is running purely on adrenaline , and once the initial high wears off , the film's shortcomings start to shine through .",0
"zany , exuberantly irreverent animated space adventure .",1
nothing more than a stifling morality tale dressed up in peekaboo clothing .,0
"it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments .",0
another love story in 2002's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,1
"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin .",1
"city by the sea is the cinematic equivalent of defensive driving : it's careful , conscientious and makes no major mistakes . but what saves lives on the freeway does not necessarily make for persuasive viewing .",0
"there aren't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs . the big guys .",1
a very charming and funny movie .,1
exciting documentary .,1
"the film is old-fashioned , occasionally charming and as subtle as boldface .",0
"talky , artificial and opaque . . . an interesting technical exercise , but a tedious picture .",0
"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",1
"a thriller whose style , structure and rhythms are so integrated with the story , you cannot separate them .",1
"kids five and up will be delighted with the fast , funny , and even touching story . parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1
"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .",1
more of a career curio than a major work .,0
"sean penn , you owe nicolas cage an apology .",1
"the best thing about the movie is its personable , amusing cast .",0
"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough .",1
too close to phantom menace for comfort .,0
"gets the look and the period trappings right , but it otherwise drowns in a sea of visual and verbal clichés .",0
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned .,0
woo's fights have a distinct flair . his warriors collide in balletic explosion that implies an underlying order throughout the chaos .,1
"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1
"humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .",0
"despite a powerful portrayal by binoche , it's a period romance that suffers from an overly deliberate pace and uneven narrative momentum .",0
moving and vibrant .,1
it's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor .,1
"two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all .",0
"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .",0
""" nicholas nickleby "" is a perfect family film to take everyone to since there's no new "" a christmas carol "" out in the theaters this year . charlie hunnam has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero .",1
"a mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",0
just one bad idea after another .,0
"whatever complaints i might have , i'd take [its] earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor's club any time .",1
the central story lacks punch .,0
"deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate .",0
"despite hoffman's best efforts , wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .",0
"scorsese at his best makes gangster films that are equally lovely but also relentlessly brutal and brutally intelligent ; perdition , meanwhile , reads more like driving miss daisy than goodfellas .",0
decent but dull .,0
if you're not the target demographic . . . this movie is one long chick-flick slog .,0
"at times funny and at other times candidly revealing , it's an intriguing look at two performers who put themselves out there because they love what they do .",1
it is too bad that this likable movie isn't more accomplished . the actors try hard but come off too amateurish and awkward .,0
"nasty , ugly , pointless and depressing , even if you hate clowns .",0
". . . plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .",0
"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .",1
"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust .",0
"these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i'm all for that .",1
"try as you might to resist , if you've got a place in your heart for smokey robinson , this movie will worm its way there .",1
while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,1
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . and that leaves a hole in the center of the salton sea .",0
unfortunately the story and the actors are served with a hack script .,0
"( a ) hollywood sheen bedevils the film from the very beginning . . . ( but ) lohman's moist , deeply emotional eyes shine through this bogus veneer . . .",1
a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive .,1
"there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .",0
could this be the first major studio production shot on video tape instead of film ?,1
"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",0
"a passable romantic comedy , in need of another couple of passes through the word processor .",0
a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,0
it inspires a continuing and deeply satisfying awareness of the best movies as monumental 'picture shows . ',1
stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge .,1
"a little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon wedding serves mostly to whet one's appetite for the bollywood films .",0
"too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 cannot fly over , tunnel under or barrel through .",0
"it's difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny .",0
"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . .",1
"if you liked the 1982 film then , you'll still like it now .",0
the mushy finale turns john q into a movie-of-the-week tearjerker .,0
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women .,0
"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",1
"at a time when we've learned the hard way just how complex international terrorism is , collateral damage paints an absurdly simplistic picture .",0
jackson and co have brought back the value and respect for the term epic cinema .,1
the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .,1
one can't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney's latest album .,0
i cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .,0
[majidi] makes us think twice about immigrants we see around us every day .,1
"it's sincere to a fault , but , unfortunately , not very compelling or much fun .",0
a well-acted movie that simply doesn't gel .,0
we want the funk - and this movie's got it .,1
one of the most incoherent features in recent memory .,0
like a soft drink that's been sitting open too long : it's too much syrup and not enough fizz .,0
. . . standard guns versus martial arts cliche with little new added .,0
"whether or not you buy mr . broomfield's findings , the film acquires an undeniable entertainment value as the slight , pale mr . broomfield continues to force himself on people and into situations that would make lesser men run for cover .",1
[a] painfully flat gross-out comedy . . .,0
"the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the "" webcast . """,0
"invigorating , surreal , and resonant with a rainbow of emotion .",1
"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .",1
the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .,0
the kind of nervous film that will either give you a mild headache or exhilarate you .,1
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .,0
the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .,1
"it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom .",1
"whether writer-director anne fontaine's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .",1
"the overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude .",1
"while i can't say it's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie .",1
